Positio,,UPC,,,Facings,,,Brand,,,,,Long Description,,,,,Size,,,UOM,,,,,Date,,,,,Width,,,,
1,0060949231017,,,1,,,MRM,,,,,RELAX ALL,,,,,60.00,,,VCP,,,,,,,,,,2.31,,,,,
2,0085376000215,,,1,,,LIFESEASONS,,,,,ANXIE-T,,,,,60.00,,,VCP,,,,,,,,,,2.25,,,,,
3,0070569241525,,,1,,,NATURAL CARE,,,,,ANXIETY RELIEF,,,,,120.00,,,TAB,,,,,,,,,,2.60,,,,,
4,0009070003211,,,1,,,HERB PHARM,,,,,HERBS ON THE GO-ANXIOUS MOMENT,,,,,1.00,,,FOZ,,,,,,,,,,1.30,,,,,
5,0009070000457,,,2,,,HERB PHARM,,,,,ANXIETY SOOTHER,,,,,1.00,,,FOZ,,,,,,,,,,1.35,,,,,
6,0009070000446,,,1,,,HERB PHARM,,,,,STRESS MANAGER,,,,,1.00,,,FOZ,,,,,,,,,,1.35,,,,,
7,0009090000052,,,1,,,HERB PHARM,,,,,GOOD MOOD TONIC,,,,,1.00,,,FOZ,,,,,,,,,,1.35,,,,,
8,0064667062010,,,1,,,SPROUTS,,,,,ANXIET-EASE,,,,,1.00,,,FOZ,,,,,Jun  5 2016 1,,,,,1.29,,,,,
9,0064667063132,,,1,,,SPROUTS,,,,,ST JOHNS WORT,,,,,1.00,,,FOZ,,,,,,,,,,1.35,,,,,
10,0064667015600,,,1,,,SPROUTS,,,,,ST JOHNS WORT POWDER CAP,,,,,90.00,,,VCP,,,,,,,,,,2.25,,,,,
11,0060949254010,,,1,,,MRM,,,,,ST JOHNS WORT 450 MG,,,,,60.00,,,CAP,,,,,,,,,,2.00,,,,,
12,0007628037767,,,1,,,SOLARAY,,,,,ST JOHNS WORT-ONE DAILY-900 MG,,,,,30.00,,,TAB,,,,,,,,,,2.00,,,,,
13,0070619500047,,,1,,,OREGON'S WILD HARVEST,,,,,ST JOHNS WORT,,,,,90.00,,,CAP,,,,,,,,,,2.23,,,,,
14,0007628004599,,,1,,,SOLARAY,,,,,LITHIUM ASPARTATE 5MG,,,,,100.00,,,CAP,,,,,,,,,,1.99,,,,,
15,0004786828060,,,1,,,NATURAL BALANCE,,,,,HAPPY CAMPER,,,,,60.00,,,CAP,,,,,,,,,,2.20,,,,,
16,0006895803056,,,1,,,NATURAL FACTORS,,,,,3 BRAINS MENTAL SUNSHINE,,,,,90.00,,,TAB,,,,,,,,,,2.40,,,,,
17,0002107802795,,,1,,,SOURCE NATURALS,,,,,OPTIMISTIC,,,,,60.00,,,TAB,,,,,,,,,,2.25,,,,,
18,0085146900047,,,1,,,ORGANIC INDIA,,,,,JOY! UPLIFTS MOOD,,,,,90.00,,,VCP,,,,,,,,,,2.30,,,,,
Positio,,,UPC,,Facings,,,,,Brand,,,,Long Description,,,,,Size,,,UOM,,,,,Date,,,,,Width,,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0074788901985,,,1,,CRYSTAL STAR,,,,,,MOOD LIFT,,,,,60.00,,,VCP,,,,,,,,2.35,,,,,,,
20,0085376000264,,,1,,LIFESEASONS,,,,,,MOOD UPLIFT-R,,,,,60.00,,,VCP,,,,,,,,2.25,,,,,,,
21,0071036358051,,,1,,IRWIN NATURALS,,,,,,SUNNY MOOD,,,,,75.00,,,SG,,,,,,,,2.60,,,,,,,
22,0079001103057,,,1,,JARROW FORMULAS,,,,,,JARRO-DOPHILUS MOOD,,,,,30.00,,,VCP,,,,,,,,2.30,,,,,,,
23,0065801012004,,,1,,GARDEN OF LIFE,,,,,,DR. FORMULATD PRBIOTICS MOOD+ 50 BIL,,,,,60.00,,,VCP,,,,,,,,2.35,,,,,,,
,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 7,   Length: 4' 0.00"",    Height: 0' 6.50"",   Depth: 1' 1.00"",   Product: 4' 0.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0089718600232,,,1,,SIDDHA FLOWER ESSENCES,,,,,,STRESS RELIEF-TRAVEL SIZE,,,,,0.25,,,FOZ,,,,,,,,0.65,,,,,,,
2,0089718600231,,,1,,SIDDHA FLOWER ESSENCES,,,,,,EMOTIONAL DETOX-TRAVEL SIZE,,,,,0.25,,,FOZ,,,,,,,,0.65,,,,,,,
3,0089718600233,,,1,,SIDDHA FLOWER ESSENCES,,,,,,SLEEP-TRAVEL SIZE,,,,,0.25,,,FOZ,,,,,,,,0.65,,,,,,,
4,0089718600201,,,1,,SIDDHA FLOWER ESSENCES,,,,,,SLEEP,,,,,1.00,,,FOZ,,,,,,,,1.67,,,,,,,
5,0089718600216,,,1,,SIDDHA FLOWER ESSENCES,,,,,,RELIEF,,,,,1.00,,,FOZ,,,,,,,,1.67,,,,,,,
6,0089718600207,,,1,,SIDDHA FLOWER ESSENCES,,,,,,DETOX,,,,,1.00,,,FOZ,,,,,,,,1.67,,,,,,,
